GO:0032300	GO:0032300
GO:0020037	GO:0020037
GO:0000310	GO:0000310
GO:0050890	GO:0050890
GO:0032959	GO:0032959
GO:0006499	GO:0006499
GO:0006741	GO:0006741
GO:2001204	GO:2001204
GO:0007038	GO:0007038
GO:0048521	GO:0048521
GO:0032725	GO:0032725
GO:0071816	GO:0071816
GO:0034228	GO:0034228
GO:0008238	GO:0008238
GO:0003051	GO:0003051
GO:0071729	GO:0071729
GO:0009358	GO:0009358
GO:0005260	GO:0005260
GO:0030410	GO:0030410
GO:0045623	GO:0045623
GO:0034583	GO:0034583
GO:0050290	GO:0050290
GO:0045862	GO:0045862
GO:0070383	GO:0070383
GO:0008211	GO:0008211
GO:1902604	GO:1902604
GO:0010520	GO:0010520
GO:0005978	GO:0005978
GO:0042729	GO:0042729
GO:0007382	GO:0007382
GO:0030675	GO:0005096
GO:0016785	GO:0016785
GO:0036063	GO:0036063
GO:0033598	GO:0033598
GO:0010365	GO:0010365
GO:0061444	GO:0061444
GO:0016260	GO:0016260
GO:0046657	GO:0046657
GO:0010331	GO:0010331
GO:2001295	GO:2001295
GO:2000505	GO:0097009
GO:0008381	GO:0008381
GO:0002632	GO:0002632
GO:0001595	GO:0001595
GO:0045785	GO:0045785
GO:0046344	GO:0046344
GO:0060101	GO:0060101
GO:0045602	GO:0045602
GO:0051055	GO:0051055
GO:0044247	GO:0044247
GO:0000312	GO:0000312
GO:0090026	GO:0090026
GO:0004919	GO:0004919
GO:0034634	GO:0034634
GO:0033092	GO:0033092
GO:0007531	GO:0007531
GO:0034696	GO:0034696
GO:0016151	GO:0016151
GO:0006848	GO:0006848
GO:1901509	GO:1901509
GO:0050808	GO:0050808
GO:0032263	GO:0032263
GO:0030993	GO:0030993
GO:0004760	GO:0004760
GO:0052697	GO:0052697
GO:0015628	GO:0015628
GO:0010445	GO:0010445
GO:0048786	GO:0048786
GO:0014861	GO:0014861
GO:0006613	GO:0006613
GO:0051173	GO:0051173
GO:0051731	GO:0051731
GO:0034967	GO:0034967
GO:0006751	GO:0006751
GO:0010479	GO:0010479
GO:0060415	GO:0060415
GO:0046223	GO:0046223
GO:0097194	GO:0097194
GO:0045759	GO:0045759
GO:0008776	GO:0008776
GO:2000320	GO:2000320
GO:0046831	GO:0046831
GO:0003176	GO:0003176
GO:0050521	GO:0050521
GO:0035145	GO:0035145
GO:0050994	GO:0050994
GO:0000500	GO:0000500
GO:0080070	GO:0080070
GO:0035562	GO:0035562
GO:0061324	GO:0061324
GO:0030240	GO:0030240
GO:0097052	GO:0097052
GO:0007518	GO:0007518
GO:0072355	GO:0072355
GO:0032502	GO:0032502
GO:0007258	GO:0007258
GO:0032144	GO:0032144
GO:0003161	GO:0003161
GO:0061163	GO:0061163
GO:0060662	GO:0060662
GO:0008833	GO:0008833
GO:0006261	GO:0006261
GO:0030225	GO:0030225
GO:1901235	GO:1901235
GO:0001972	GO:0001972
GO:0043063	GO:0043063
GO:0044212	GO:0044212
GO:0034081	GO:0034081
GO:0004095	GO:0004095
GO:0051787	GO:0051787
GO:0071557	GO:0071557
GO:0051873	GO:0051873
GO:0071916	GO:0071916
GO:0071574	GO:0071574
GO:0080024	GO:0080024
GO:0035350	GO:0035350
GO:0010398	GO:0010398
GO:0017147	GO:0017147
GO:0015459	GO:0015459
GO:1901261	GO:1901261
GO:0033217	GO:0033217
GO:1901693	GO:1901693
GO:1900011	GO:1900011
GO:0051495	GO:0051495
GO:2001243	GO:2001243
GO:1901601	GO:1901601
GO:2000372	GO:2000372
GO:0047057	GO:0047057
GO:0071267	GO:0071267
GO:0030433	GO:0030433
GO:1901976	GO:1901976
GO:0010006	GO:0010006
GO:0005790	GO:0005790
GO:0000093	GO:0000093
GO:0001534	GO:0001534
GO:0032648	GO:0032648
GO:0009033	GO:0009033
GO:0019060	GO:0019060
GO:0035068	GO:0035068
GO:0000921	GO:0000921
GO:0072184	GO:0072184
GO:0032991	GO:0032991
GO:0002764	GO:0002764
GO:0035234	GO:0035234
GO:0034022	GO:0034022
GO:0032797	GO:0032797
GO:0019537	GO:0019537
GO:0047292	GO:0047292
GO:0004145	GO:0004145
GO:0071805	GO:0071805
GO:0070891	GO:0070891
GO:0030219	GO:0030219
GO:0006271	GO:0006271
GO:0071385	GO:0071385
GO:0006729	GO:0006729
GO:0033097	GO:0033097
GO:0000711	GO:0000711
GO:0044060	GO:0044060
GO:1990144	GO:1990144
GO:0038194	GO:0038194
GO:0051476	GO:0051476
GO:0030975	GO:0030975
GO:1901360	GO:1901360
GO:0008277	GO:0008277
GO:1900208	GO:1900208
GO:0004004	GO:0004004
GO:0090180	GO:0090180
GO:0035220	GO:0035220
GO:0080166	GO:0080166
GO:0008727	GO:0008727
GO:0044088	GO:0044088
GO:0001078	GO:0001078
GO:0071994	GO:0071994
GO:0072303	GO:0072303
GO:0015671	GO:0015671
GO:0005304	GO:0005304
GO:0055093	GO:0055093
GO:0051881	GO:0051881
GO:0005497	GO:0005497
GO:0051018	GO:0051018
GO:0043293	GO:0043293
GO:0030487	GO:0030487
GO:0045345	GO:0045345
GO:0034428	GO:0034428
GO:0071940	GO:0071940
GO:0033890	GO:0033890
GO:0042475	GO:0042475
GO:0007423	GO:0007423
GO:0010279	GO:0010279
GO:0042383	GO:0042383
GO:0006723	GO:0006723
GO:0034336	GO:0034336
GO:0032153	GO:0032153
GO:0000836	GO:0000836
GO:0050973	GO:0050973
GO:0046935	GO:0046935
GO:0070489	GO:0070489
GO:0052845	GO:0052845
GO:0048812	GO:0048812
GO:0009524	GO:0009524
GO:0043186	GO:0043186
GO:0080108	GO:0080108
GO:0016416	GO:0016416
GO:0003338	GO:0003338
GO:0005925	GO:0005925
GO:0004923	GO:0004923
GO:0032885	GO:0032885
GO:0071797	GO:0071797
GO:0010330	GO:0010330
GO:0070375	GO:0070375
GO:0031101	GO:0031101
GO:0030107	GO:0030107
GO:0004419	GO:0004419
GO:1902103	GO:1902103
GO:0001075	GO:0001075
GO:0052562	GO:0052562
GO:0045856	GO:0045856
GO:0072198	GO:0072198
GO:0019005	GO:0019005
GO:0016795	GO:0016795
GO:0045272	GO:0045272
GO:0043048	GO:0043048
GO:0048306	GO:0048306
GO:0016603	GO:0016603
GO:0080003	GO:0080003
GO:0006064	GO:0006064
GO:0043113	GO:0043113
GO:0033273	GO:0033273
GO:0032787	GO:0032787
GO:0045786	GO:0045786
GO:0080042	GO:0080042
GO:0047554	GO:0047554
GO:0008554	GO:0008554
GO:0071639	GO:0071639
GO:0000306	GO:0000306
GO:0032795	GO:0032795
GO:0031153	GO:0031153
GO:0004741	GO:0004741
GO:0048586	GO:0048586
GO:0035445	GO:0035445
GO:0055090	GO:0055090
GO:0035671	GO:0035671
GO:0034251	GO:0034251
GO:0009032	GO:0009032
GO:0000935	GO:0000935
GO:0016657	GO:0016657
GO:0009187	GO:0009187
GO:0046370	GO:0046370
GO:0005368	GO:0005368
GO:0043438	GO:0043438
GO:0060768	GO:0060768
GO:0072599	GO:0072599
GO:0061321	GO:0061321
GO:0036066	GO:0036066
GO:0008049	GO:0008049
GO:0042627	GO:0042627
GO:0035116	GO:0035116
GO:0000178	GO:0000178
GO:0051592	GO:0051592
GO:0018492	GO:0018492
GO:0051646	GO:0051646
GO:0007270	GO:0007270
GO:0071630	GO:0071630
GO:0061401	GO:0061401
GO:0052591	GO:0052591
GO:0005729	GO:0005729
GO:0061014	GO:0061014
GO:0044611	GO:0044611
GO:0071323	GO:0071323
GO:0000335	GO:0000335
GO:0008863	GO:0008863
GO:0008330	GO:0008330
GO:0060695	GO:0060695
GO:0048246	GO:0048246
GO:0047912	GO:0047912
GO:0033563	GO:0033563
GO:0001835	GO:0001835
GO:0002085	GO:0002085
GO:1900490	GO:1900490
GO:0016040	GO:0016040
GO:1901227	GO:1901227
GO:0001180	GO:0006361
GO:0004647	GO:0004647
GO:0050881	GO:0050881
GO:0050434	GO:0050434
GO:0046651	GO:0046651
GO:0016631	GO:0016631
GO:0071325	GO:0071325
GO:0060272	GO:0060272
GO:0004343	GO:0004343
GO:0032421	GO:0032421
GO:0090055	GO:0090055
GO:2000491	GO:2000491
GO:0033133	GO:0033133
GO:0031056	GO:0031056
GO:0060008	GO:0060008
GO:0097541	GO:0097541
GO:0003684	GO:0003684
GO:0002865	GO:0002865
GO:0042797	GO:0042797
GO:0060748	GO:0060748
GO:0072087	GO:0072087
GO:0031404	GO:0031404
GO:0033291	GO:0033291
GO:0031974	GO:0031974
GO:2000220	GO:2000220
GO:0015192	GO:0015192
GO:1901341	GO:1901341
GO:0004991	GO:0004991
GO:0016884	GO:0016884
GO:0005594	GO:0005594
GO:0032195	GO:0032195
GO:0042824	GO:0042824
GO:0035995	GO:0035995
GO:0015245	GO:0015245
GO:0007540	GO:0007540
GO:1901381	GO:1901381
GO:0010469	GO:0010469
GO:0047598	GO:0047598
GO:0003713	GO:0003713
GO:0047939	GO:0047939
GO:0003357	GO:0003357
GO:0090297	GO:0090297
GO:0008216	GO:0008216
GO:0035659	GO:0035659
GO:0014895	GO:0014895
GO:1990075	GO:1990075
GO:0032488	GO:0032488
GO:0002520	GO:0002520
GO:0046878	GO:0046878
GO:0045066	GO:0045066
GO:0035839	GO:0035839
GO:2000538	GO:2000538
GO:0042019	GO:0042019
GO:0048884	GO:0048884
GO:0047225	GO:0047225
GO:0032260	GO:0032260
GO:0016303	GO:0016303
GO:0038030	GO:0038030
GO:0004156	GO:0004156
GO:0015663	GO:0015663
GO:0045835	GO:0045835
GO:0045006	GO:0045006
GO:0007312	GO:0007312
GO:0008940	GO:0008940
GO:0080062	GO:0080062
GO:0070848	GO:0070848
GO:0030838	GO:0030838
GO:0033038	GO:0033038
GO:0015936	GO:0015936
GO:0006725	GO:0006725
GO:0050525	GO:0050525
GO:0016987	GO:0016987
GO:0036049	GO:0036049
GO:0006892	GO:0006892
GO:0052890	GO:0052890
GO:0031637	GO:0031637
GO:1900815	GO:1900815
GO:0044750	GO:0044750
GO:0033830	GO:0033830
GO:0021819	GO:0021819
GO:2000376	GO:2000376
GO:0007130	GO:0007130
GO:0050992	GO:0050992
GO:0004660	GO:0004660
GO:0046976	GO:0046976
GO:0045496	GO:0045496
GO:0004952	GO:0004952
GO:0070644	GO:0070644
GO:0019266	GO:0019266
GO:0031741	GO:0031741
GO:0010857	GO:0010857
GO:0007503	GO:0007503
GO:1902364	GO:1902364
GO:0009106	GO:0009106
GO:0042140	GO:0042140
GO:0050321	GO:0050321
GO:0007307	GO:0007307
GO:0097319	GO:0098704
GO:0070813	GO:0070813
GO:0030718	GO:0030718
GO:0052843	GO:0052843
GO:0071688	GO:0071688
GO:0015718	GO:0015718
GO:0010467	GO:0010467
GO:0071396	GO:0071396
GO:0033268	GO:0033268
GO:0048082	GO:0048082
GO:0060355	GO:0060355
GO:0036289	GO:0036289
GO:0001553	GO:0001553
GO:0003359	GO:0003359
GO:0010085	GO:0010085
GO:0031652	GO:0031652
GO:0032967	GO:0032967
GO:1900400	GO:1900400
GO:0014810	GO:0014810
GO:0002053	GO:0002053
GO:0006122	GO:0006122
GO:0043572	GO:0043572
GO:0042510	GO:0042509
GO:0051871	GO:0051871
GO:0035442	GO:0035442
GO:0008762	GO:0008762
GO:0080001	GO:0080001
GO:0036310	GO:0036310
GO:1990137	GO:1990137
GO:0050253	GO:0050253
GO:0003331	GO:0003331
GO:0034631	GO:0034631
GO:0016625	GO:0016625
GO:0016074	GO:0016074
GO:0030245	GO:0030245
GO:0015344	GO:0015344
GO:0051424	GO:0051424
GO:0031215	GO:0031215
GO:0015191	GO:0015191
GO:0006730	GO:0006730
GO:0036023	GO:0036023
GO:0005546	GO:0005546
GO:0042503	GO:0007260
GO:0042643	GO:0042643
GO:0005334	GO:0005334
GO:0071875	GO:0071875
GO:0034116	GO:0034116
GO:0035965	GO:0035965
GO:0004720	GO:0004720
GO:2000110	GO:2000110
GO:0061459	GO:0061459
GO:0031162	GO:0031162
GO:0044530	GO:0044530
GO:1902867	GO:1902867
GO:0035049	GO:0035049
GO:0007018	GO:0007018
GO:0022410	GO:0022410
GO:0080107	GO:0080107
GO:0009697	GO:0009697
GO:0046978	GO:0046978
GO:0001042	GO:0001042
GO:2001287	GO:2001287
GO:0010730	GO:0010730
GO:0031464	GO:0031464
GO:0030688	GO:0030688
GO:0005504	GO:0005504
GO:2001013	GO:2001013
GO:0072670	GO:0072670
GO:0035527	GO:0035527
GO:0090259	GO:0090259
GO:0016318	GO:0016318
GO:0006796	GO:0006796
GO:0000799	GO:0000799
GO:0042559	GO:0042559
GO:0030549	GO:0030549
GO:0015230	GO:0015230
GO:0035174	GO:0035174
GO:0061351	GO:0061351
GO:0010768	GO:0010768
GO:0046392	GO:0046392
GO:0061044	GO:0061044
GO:0008331	GO:0008331
GO:0097238	GO:0097238
GO:0070884	GO:0070884
GO:0016926	GO:0016926
GO:0001195	GO:0001195
GO:0070894	GO:0070894
GO:0021511	GO:0021511
GO:0019749	GO:0019749
GO:0044267	GO:0044267
GO:1902955	GO:1902955
GO:0042555	GO:0042555
GO:0043631	GO:0043631
GO:0010197	GO:0010197
GO:0045543	GO:0045543
GO:0003727	GO:0003727
GO:0051928	GO:0051928
GO:0035669	GO:0035669
GO:0034683	GO:0034683
GO:0097030	GO:0097030
GO:0061602	GO:0061602
GO:0008469	GO:0008469
GO:0051765	GO:0051765
GO:0035518	GO:0035518
GO:0032414	GO:0032414
GO:0016597	GO:0016597
GO:0010305	GO:0010305
GO:0001851	GO:0001851
GO:0032056	GO:0032056
GO:0035006	GO:0035006
GO:0033523	GO:0033523
GO:0030148	GO:0030148
GO:0070821	GO:0070821
GO:0001751	GO:0001751
GO:0071007	GO:0071007
GO:0071351	GO:0071351
GO:0045905	GO:0045905
GO:0016823	GO:0016823
GO:0002141	GO:0002141
GO:0001777	GO:0001777
GO:0005545	GO:0005545
GO:0010763	GO:0010763
GO:0042535	GO:0042535
GO:0035291	GO:0035291
GO:0010144	GO:0010144
GO:0018963	GO:0018963
GO:0072213	GO:0072213
GO:0032867	GO:0032867
GO:0007202	GO:0007202
GO:0040012	GO:0040012
GO:0010957	GO:0010957
GO:0042699	GO:0042699
GO:0035574	GO:0035574
GO:0009213	GO:0009213
GO:0072560	GO:0072560
GO:0032015	GO:0032015
GO:0002062	GO:0002062
GO:0001920	GO:0001920
GO:0047837	GO:0047837
GO:0010333	GO:0010333
GO:1900746	GO:1900746
GO:0043195	GO:0043195
GO:0004339	GO:0004339
GO:0050794	GO:0050794
GO:0046658	GO:0046658
GO:0019371	GO:0019371
GO:0002092	GO:0002092
GO:0008608	GO:0008608
GO:0047296	GO:0047296
GO:0036139	GO:0036139
GO:0004816	GO:0004816
GO:0071556	GO:0071556
GO:0010450	GO:0010450
GO:0003429	GO:0003429
GO:0016743	GO:0016743
GO:0071294	GO:0071294
GO:0001731	GO:0001731
GO:0006105	GO:0006105
GO:0016495	GO:0016495
GO:0010838	GO:0010838
GO:0007167	GO:0007167
GO:0045437	GO:0045437
GO:0021564	GO:0021564
GO:1900033	GO:1900033
GO:0019209	GO:0019209
GO:0007534	GO:0007534
GO:1901183	GO:1901183
GO:1900407	GO:1900407
GO:0023026	GO:0023026
GO:0006051	GO:0006051
GO:0018931	GO:0018931
GO:0035898	GO:0035898
GO:0086007	GO:0086007
GO:0072178	GO:0072178
GO:0009882	GO:0009882
GO:0004874	GO:0004874
GO:0007512	GO:0007512
GO:0018395	GO:0018395
GO:0005089	GO:0005089
GO:1900030	GO:1900030
GO:0031400	GO:0031400
GO:0016241	GO:0016241
GO:0052693	GO:0052693
GO:0008170	GO:0008170
GO:0051046	GO:0051046
GO:0051752	GO:0051752
GO:0033625	GO:0033625
GO:0006223	GO:0006223
GO:1900111	GO:1900111
GO:0003714	GO:0003714
GO:0070247	GO:0070247
GO:0051301	GO:0051301
GO:0031362	GO:0031362
GO:0021540	GO:0021540
GO:0019782	GO:0019782
GO:0033688	GO:0033688
GO:0032581	GO:0032581
GO:0086013	GO:0086013
GO:0042908	GO:0042908
GO:0009747	GO:0009747
GO:0035166	GO:0035166
GO:1902524	GO:1902524
GO:0051394	GO:0051394
GO:0030696	GO:0030696
GO:0005358	GO:0005358
GO:0046986	GO:0046986
GO:0000022	GO:0000022
GO:0007054	GO:0007054
GO:0001692	GO:0001692
GO:0050580	GO:0050580
GO:0072174	GO:0072174
GO:0009812	GO:0009812
GO:0051208	GO:0051208
GO:0010861	GO:0030375
GO:0015369	GO:0015369
GO:0033608	GO:0033608
GO:0048388	GO:0048388
GO:0043531	GO:0043531
GO:0006704	GO:0006704
GO:0042353	GO:0042353
GO:0042684	GO:0042684
GO:0048597	GO:0048597
GO:0035926	GO:0035926
GO:1900232	GO:1900232
GO:0060729	GO:0060729
GO:0051435	GO:0051435
GO:0072168	GO:0072168
GO:1902624	GO:1902624
GO:0002193	GO:0002193
GO:2001259	GO:2001259
GO:0005278	GO:0005278
GO:0000104	GO:0000104
GO:0000321	GO:0000321
GO:0046865	GO:0046865
GO:0010579	GO:0007189
GO:0009366	GO:0009366
GO:0005712	GO:0005712
GO:0009943	GO:0009943
GO:0002804	GO:0002804
GO:0019665	GO:0019665
GO:0031755	GO:0031755
GO:1902358	GO:1902358
GO:0047282	GO:0047282
GO:0016411	GO:0016411
GO:1902745	GO:1902745
GO:0051546	GO:0051546
GO:0014054	GO:0014054
GO:0036362	GO:0036362
GO:0010020	GO:0010020
GO:0006754	GO:0006754
GO:0002127	GO:0002127
GO:0004311	GO:0004311
GO:0033816	GO:0033816
