GO:0097271	8
GO:0140123	0
GO:0007118	18
GO:1901879	102
GO:0018793	0
GO:0042017	1
GO:0004052	11
GO:0033250	0
GO:0097009	23
GO:0070665	131
GO:0019496	0
GO:0046415	14
GO:0061290	2
GO:0071519	2
GO:0033317	10
GO:0048904	0
GO:2000082	2
GO:0048628	0
GO:0035019	56
GO:0018557	0
GO:0021742	0
GO:0017098	3
GO:0016999	384
GO:0017059	12
GO:0006068	6
GO:0043730	0
GO:0015813	33
GO:1900356	0
GO:0003018	176
GO:0001949	2
GO:0003338	4
GO:1905345	0
GO:2000712	0
GO:0002389	0
GO:0008786	3
GO:0047808	3
GO:1901369	0
GO:0048928	0
GO:0032104	66
GO:0021927	0
GO:0061560	0
GO:0035697	0
GO:0045733	14
GO:0046484	7
GO:0039536	4
GO:0047534	0
GO:0090434	1
GO:0090659	47
GO:1903904	0
GO:2000335	0
GO:0071507	1
GO:0071629	5
GO:0008761	6
GO:0047414	0
GO:0075183	0
GO:0090163	4
GO:0008374	150
GO:0075188	0
GO:0006030	42
GO:0004346	8
GO:0035407	4
GO:0140235	0
GO:0035480	1
GO:0052198	0
GO:1990052	1
GO:0044564	0
GO:0099006	0
GO:0036016	3
GO:0046000	0
GO:0016620	164
GO:0018798	0
GO:0097555	0
GO:2001299	0
GO:0030393	3
GO:0046133	42
GO:0030759	0
GO:0036034	0
GO:0019682	37
GO:0032748	0
GO:0103035	0
GO:0075332	0
GO:2000740	1
GO:0102127	0
GO:0042208	0
GO:0070631	4
GO:0015710	0
GO:2000155	1
GO:0031395	1
GO:0021973	0
GO:1905585	0
GO:1903675	0
GO:0021677	0
GO:0061085	16
GO:0016149	7
GO:0051344	4
GO:1901673	6
GO:0010242	1
GO:1901209	0
GO:0033732	0
GO:0002436	0
GO:0048597	3
GO:0061513	0
GO:0047499	9
GO:0006391	3
GO:0032041	2
GO:0005990	4
GO:0033499	18
GO:1905773	0
GO:0031641	29
GO:0034291	0
GO:0000955	10
GO:0036024	1
GO:0005775	19
GO:1903594	0
GO:0071789	3
GO:0090176	3
GO:1902667	36
GO:0015217	16
GO:0015829	10
GO:1905175	0
GO:0021534	5
GO:1901401	19
GO:1905388	0
GO:0010032	11
GO:0003376	6
GO:0021542	14
GO:0033674	493
GO:0018185	0
GO:0015891	33
GO:0032173	3
GO:0004402	58
GO:0007221	4
GO:0043004	0
GO:0042188	0
GO:0098696	0
GO:0103052	0
GO:0000803	26
GO:0006558	40
GO:0018004	0
GO:0006198	27
GO:0106130	21
GO:0015035	51
GO:0061455	0
GO:1903622	0
GO:0044438	133
GO:0101011	0
GO:2000674	10
GO:0018765	0
GO:0016049	456
GO:2000413	1
GO:0098992	0
GO:0035843	0
GO:0102847	0
GO:0099500	7
GO:0030870	7
GO:0061166	2
GO:0047310	0
GO:0034966	0
GO:0070587	8
GO:0044468	0
GO:0031628	5
GO:0052348	0
GO:0045394	0
GO:0051111	0
GO:0071098	0
GO:0047696	1
GO:0019400	56
GO:0047830	0
GO:0022011	14
GO:0071023	0
GO:0052520	0
GO:0010721	300
GO:0016528	10
GO:0102752	0
GO:0005461	1
GO:0021604	12
GO:0061757	0
GO:0008543	55
GO:0030119	46
GO:0030521	23
GO:1900280	0
GO:0007223	7
GO:0048635	39
GO:0002940	0
GO:0008516	5
GO:0052657	2
GO:0102843	0
GO:0016875	99
GO:2001269	7
GO:1900266	0
GO:0060976	2
GO:0043280	135
GO:0050474	0
GO:0030311	2
GO:0070505	1
GO:0047563	0
GO:0003148	13
GO:0072206	0
GO:0070012	2
GO:0018550	0
GO:0030100	272
GO:0018833	1
GO:0060359	80
GO:0098544	1
GO:0003432	0
GO:0004118	6
GO:0010489	0
GO:0072346	0
GO:0071920	2
GO:0071292	5
GO:0002790	230
GO:0048105	3
GO:0016246	155
GO:0005934	92
GO:0016303	14
GO:0002394	0
GO:0102317	0
GO:0021937	2
GO:0044857	6
GO:0038085	3
GO:0046296	18
GO:0000419	18
GO:0098836	0
GO:0102728	0
GO:1904624	0
GO:1905867	0
GO:0044257	40
GO:0070889	3
GO:0042334	0
GO:1900934	0
GO:1990764	0
GO:0042306	61
GO:1990399	3
GO:0102796	0
GO:1902359	0
GO:1904067	0
GO:0010838	8
GO:0044426	18
GO:0010560	17
GO:0030893	13
GO:0007528	101
GO:0001310	0
GO:0018526	0
GO:0046597	20
GO:0046993	1
GO:0051866	1
GO:0006970	811
GO:0090430	0
GO:0102953	0
GO:0043970	5
GO:0019819	0
GO:0010562	1076
GO:0071045	0
GO:0043822	1
GO:0140210	0
GO:1900303	0
GO:0047793	0
GO:0048859	44
GO:0090461	0
GO:0005358	4
GO:1903389	0
GO:0103053	0
GO:0016920	0
GO:0033263	6
GO:0060635	1
GO:0006390	15
GO:0052664	1
GO:0070256	2
GO:0048393	0
GO:1903483	0
GO:0002288	0
GO:0090579	8
GO:0032510	7
GO:0008123	1
GO:0071919	1
GO:0006937	145
GO:0031562	0
GO:0016043	9311
GO:0052355	0
GO:0007072	3
GO:0008882	0
GO:0015090	0
GO:0032379	2
GO:0034164	1
GO:0071953	3
GO:0010565	194
GO:0097076	0
GO:1900677	0
GO:0000291	29
GO:0051749	2
GO:1990194	0
GO:0048439	2
GO:0009239	23
GO:0052899	0
GO:0044685	0
GO:0038181	4
GO:0075237	0
GO:0014024	0
GO:0016499	3
GO:0014866	3
GO:0046776	0
GO:0015980	431
GO:0031651	1
GO:0050077	0
GO:1905280	0
GO:0047854	0
GO:0016435	31
GO:0021815	2
GO:0048093	0
GO:0060450	1
GO:1904701	0
GO:0002513	3
GO:0036108	0
GO:0005623	30
GO:0010540	9
GO:0044556	0
GO:0001149	0
GO:0042770	55
GO:0009157	22
GO:0052032	0
GO:0001805	3
GO:1902107	130
GO:0102909	0
GO:0004528	2
GO:0102494	0
GO:1903480	0
GO:0101002	0
GO:0033515	0
GO:0044840	2
GO:0046089	0
GO:0050579	0
GO:1902978	0
GO:1903438	16
GO:0017168	2
GO:0042361	0
GO:0018081	0
GO:1901322	0
GO:0004776	2
GO:0070941	10
GO:1904795	0
GO:0071342	1
GO:0086026	0
GO:0060244	4
GO:0061341	2
GO:0052838	2
GO:0031087	13
GO:0050140	0
GO:2001278	1
GO:0060363	12
GO:0050720	1
GO:0017056	49
GO:0050986	0
GO:0070901	1
GO:0071278	0
GO:0080127	1
GO:0031354	6
GO:0070095	8
GO:0052652	55
GO:0071772	21
GO:0050698	2
GO:0099162	0
GO:0071729	2
GO:0035045	1
GO:0071116	0
GO:0047167	0
GO:0050724	0
GO:0052871	1
GO:0032794	40
GO:0038199	1
GO:0070515	0
GO:0032264	7
GO:1901979	5
GO:0004149	6
GO:0032995	16
GO:0070343	0
GO:1901872	0
GO:2000001	13
GO:0061443	0
GO:0090435	11
GO:0035283	0
GO:1903043	0
GO:0009272	33
GO:0047581	0
GO:0050442	0
GO:0010289	3
GO:0072570	0
GO:0019383	0
GO:0008707	3
GO:0052321	0
GO:0035453	0
GO:0048521	30
GO:1900362	0
GO:0004159	0
GO:0047927	0
GO:0075203	0
GO:0002054	6
GO:0005787	4
GO:0072388	2
GO:0071018	0
GO:0019210	79
GO:0010650	2
GO:0009255	0
GO:0010772	0
GO:0102982	0
GO:0090122	0
GO:0042710	202
GO:1990181	0
GO:0097579	0
GO:0103097	0
GO:0103087	0
GO:0039642	0
GO:1901790	0
GO:0000806	3
GO:0099519	0
GO:0140164	0
GO:1902023	16
GO:0047758	0
GO:1900931	1
GO:0090270	4
GO:0035676	1
GO:0051369	0
GO:0001703	9
GO:0030835	38
GO:0046122	7
GO:0051865	66
GO:0009732	6
GO:0033681	0
GO:0042131	1
GO:0052482	15
GO:0002476	2
GO:0036428	0
GO:1902320	0
GO:1901028	16
GO:1900036	1
GO:0043410	516
GO:2000727	12
GO:0018320	0
GO:0035003	10
GO:0019172	7
GO:0042822	33
GO:0103105	0
GO:0045267	3
GO:0008135	103
GO:1905469	0
GO:0004141	5
GO:0070090	6
GO:1900025	8
GO:2000601	7
GO:0052849	0
GO:0001195	3
GO:0009420	0
GO:0050413	0
GO:0030917	11
GO:0060137	6
GO:0007187	183
GO:0016006	8
GO:1905258	0
GO:0030896	9
GO:0060941	0
GO:1904979	0
GO:0046001	0
GO:0004100	6
GO:0044133	0
GO:0034186	3
GO:0021538	1
GO:0038075	0
GO:0002899	0
GO:0008227	91
